match_date,time,match_status,Team1,Team2,scores,venue,team1_score,team2_score,Season
"Thursday, 10 August",20:00 (IST),Match 21 - Completed ,Puneri Paltan,Jaipur Pink Panthers,28- 30,"Mankapur Indoor Stadium, Nagpur",28,30,Season 5
"Thursday, 10 August",21:00 (IST),Match 22 - Completed ,Bengaluru Bulls,Tamil Thalaivas,24- 29,"Mankapur Indoor Stadium, Nagpur",24,29,Season 5
"Friday, 11 August",20:00 (IST),Match 23 - Completed ,Gujarat Fortunegiants,U Mumba,39- 21,"The Arena by Transstadia, Ahmedabad",39,21,Season 5
"Saturday, 12 August",20:00 (IST),Match 24 - Completed ,Telugu Titans,U.P. Yoddha,32- 39,"The Arena by Transstadia, Ahmedabad",32,39,Season 5
"Saturday, 12 August",21:00 (IST),Match 25 - Completed ,Gujarat Fortunegiants,Dabang Delhi K.C.,29- 25,"The Arena by Transstadia, Ahmedabad",29,25,Season 5
"Sunday, 13 August",20:00 (IST),Match 26 - Completed ,Patna Pirates,U.P. Yoddha,27- 27,"The Arena by Transstadia, Ahmedabad",27,27,Season 5
"Sunday, 13 August",21:00 (IST),Match 27 - Completed ,Gujarat Fortunegiants,Jaipur Pink Panthers,27- 20,"The Arena by Transstadia, Ahmedabad",27,20,Season 5
"Tuesday, 15 August",20:00 (IST),Match 28 - Completed ,Bengal Warriors,Puneri Paltan,17- 34,"The Arena by Transstadia, Ahmedabad",17,34,Season 5
"Tuesday, 15 August",21:00 (IST),Match 29 - Completed ,Gujarat Fortunegiants,Bengaluru Bulls,27- 24,"The Arena by Transstadia, Ahmedabad",27,24,Season 5
"Wednesday, 16 August",20:00 (IST),Match 30 - Completed ,Haryana Steelers,Tamil Thalaivas,25- 25,"The Arena by Transstadia, Ahmedabad",25,25,Season 5
"Wednesday, 16 August",21:00 (IST),Match 31 - Completed ,Gujarat Fortunegiants,Telugu Titans,29- 19,"The Arena by Transstadia, Ahmedabad",29,19,Season 5
"Thursday, 17 August",20:00 (IST),Match 32 - Completed ,Dabang Delhi K.C.,Tamil Thalaivas,30- 29,"The Arena by Transstadia, Ahmedabad",30,29,Season 5
"Thursday, 17 August",21:00 (IST),Match 33 - Completed ,Gujarat Fortunegiants,Bengal Warriors,26- 26,"The Arena by Transstadia, Ahmedabad",26,26,Season 5
"Friday, 18 August",20:00 (IST),Match 34 - Completed ,U.P. Yoddha,U Mumba,34- 37,"Babu Banarasi Das Indoor Stadium, Lucknow",34,37,Season 5
"Friday, 18 August",21:00 (IST),Match 35 - Completed ,Bengaluru Bulls,Jaipur Pink Panthers,28- 30,"Babu Banarasi Das Indoor Stadium, Lucknow",28,30,Season 5
"Saturday, 19 August",20:00 (IST),Match 36 - Completed ,Telugu Titans,U Mumba,37- 32,"Babu Banarasi Das Indoor Stadium, Lucknow",37,32,Season 5
"Saturday, 19 August",21:00 (IST),Match 37 - Completed ,U.P. Yoddha,Haryana Steelers,29- 36,"Babu Banarasi Das Indoor Stadium, Lucknow",29,36,Season 5
"Sunday, 20 August",20:00 (IST),Match 38 - Completed ,Patna Pirates,Puneri Paltan,42- 47,"Babu Banarasi Das Indoor Stadium, Lucknow",42,47,Season 5
"Sunday, 20 August",21:00 (IST),Match 39 - Completed ,U.P. Yoddha,Jaipur Pink Panthers,22- 24,"Babu Banarasi Das Indoor Stadium, Lucknow",22,24,Season 5
"Tuesday, 22 August",20:00 (IST),Match 40 - Completed ,Gujarat Fortunegiants,Puneri Paltan,35- 21,"Babu Banarasi Das Indoor Stadium, Lucknow",35,21,Season 5
"Tuesday, 22 August",21:00 (IST),Match 41 - Completed ,U.P. Yoddha,Bengal Warriors,31- 32,"Babu Banarasi Das Indoor Stadium, Lucknow",31,32,Season 5
"Wednesday, 23 August",20:00 (IST),Match 42 - Completed ,Haryana Steelers,Dabang Delhi K.C.,27- 25,"Babu Banarasi Das Indoor Stadium, Lucknow",27,25,Season 5
"Wednesday, 23 August",21:00 (IST),Match 43 - Completed ,U.P. Yoddha,Tamil Thalaivas,33- 33,"Babu Banarasi Das Indoor Stadium, Lucknow",33,33,Season 5
"Thursday, 24 August",20:00 (IST),Match 44 - Completed ,U.P. Yoddha,Telugu Titans,25- 23,"Babu Banarasi Das Indoor Stadium, Lucknow",25,23,Season 5
"Friday, 25 August",20:00 (IST),Match 45 - Completed ,U Mumba,Jaipur Pink Panthers,36- 39,"DOME@NSCI SVP Stadium, Mumbai",36,39,Season 5
"Friday, 25 August",21:00 (IST),Match 46 - Completed ,Bengal Warriors,Patna Pirates,36- 36,"DOME@NSCI SVP Stadium, Mumbai",36,36,Season 5
"Saturday, 26 August",20:00 (IST),Match 47 - Completed ,Patna Pirates,Tamil Thalaivas,35- 24,"DOME@NSCI SVP Stadium, Mumbai",35,24,Season 5
"Saturday, 26 August",21:00 (IST),Match 48 - Completed ,U Mumba,Puneri Paltan,24- 26,"DOME@NSCI SVP Stadium, Mumbai",24,26,Season 5
"Sunday, 27 August",20:00 (IST),Match 49 - Completed ,Bengal Warriors,Bengaluru Bulls,32- 26,"DOME@NSCI SVP Stadium, Mumbai",32,26,Season 5
"Sunday, 27 August",21:00 (IST),Match 50 - Completed ,U Mumba,Dabang Delhi K.C.,32- 33,"DOME@NSCI SVP Stadium, Mumbai",32,33,Season 5
"Wednesday, 30 August",20:00 (IST),Match 53 - Completed ,U Mumba,Haryana Steelers,38- 32,"DOME@NSCI SVP Stadium, Mumbai",38,32,Season 5
"Thursday, 31 August",20:00 (IST),Match 54 - Completed ,Telugu Titans,Tamil Thalaivas,33- 28,"DOME@NSCI SVP Stadium, Mumbai",33,28,Season 5
"Thursday, 31 August",21:00 (IST),Match 55 - Completed ,U Mumba,Jaipur Pink Panthers,36- 32,"DOME@NSCI SVP Stadium, Mumbai",36,32,Season 5
"Friday, 01 September",20:00 (IST),Match 56 - Completed ,Bengal Warriors,Patna Pirates,41- 38,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",41,38,Season 5
"Saturday, 02 September",20:00 (IST),Match 57 - Completed ,Gujarat Fortunegiants,Haryana Steelers,36- 42,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",36,42,Season 5
"Saturday, 02 September",21:00 (IST),Match 58 - Completed ,Bengal Warriors,U.P. Yoddha,26- 26,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",26,26,Season 5
"Sunday, 03 September",20:00 (IST),Match 59 - Completed ,Gujarat Fortunegiants,Jaipur Pink Panthers,25- 31,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",25,31,Season 5
"Sunday, 03 September",21:00 (IST),Match 60 - Completed ,Bengal Warriors,Tamil Thalaivas,29- 25,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",29,25,Season 5
"Tuesday, 05 September",20:00 (IST),Match 61 - Completed ,Patna Pirates,Jaipur Pink Panthers,47- 21,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",47,21,Season 5
"Tuesday, 05 September",21:00 (IST),Match 62 - Completed ,Bengal Warriors,Haryana Steelers,29- 36,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",29,36,Season 5
"Wednesday, 06 September",20:00 (IST),Match 63 - Completed ,Dabang Delhi K.C.,Bengaluru Bulls,38- 30,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",38,30,Season 5
"Wednesday, 06 September",21:00 (IST),Match 64 - Completed ,Bengal Warriors,U Mumba,31- 37,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",31,37,Season 5
"Thursday, 07 September",20:00 (IST),Match 65 - Completed ,Telugu Titans,Puneri Paltan,37- 42,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",37,42,Season 5
"Thursday, 07 September",21:00 (IST),Match 66 - Completed ,Bengal Warriors,Dabang Delhi K.C.,31- 31,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",31,31,Season 5
"Friday, 08 September",20:00 (IST),Match 67 - Completed ,Haryana Steelers,Patna Pirates,41- 41,"Motilal Nehru School of Sports, Rai, Sonepat",41,41,Season 5
"Friday, 08 September",21:00 (IST),Match 68 - Completed ,Gujarat Fortunegiants,U.P. Yoddha,30- 30,"Motilal Nehru School of Sports, Rai, Sonepat",30,30,Season 5
"Saturday, 09 September",20:00 (IST),Match 69 - Completed ,Patna Pirates,U Mumba,41- 51,"Motilal Nehru School of Sports, Rai, Sonepat",41,51,Season 5
"Saturday, 09 September",21:00 (IST),Match 70 - Completed ,Haryana Steelers,Bengaluru Bulls,38- 31,"Motilal Nehru School of Sports, Rai, Sonepat",38,31,Season 5
"Sunday, 10 September",20:00 (IST),Match 71 - Completed ,Bengaluru Bulls,Puneri Paltan,24- 20,"Motilal Nehru School of Sports, Rai, Sonepat",24,20,Season 5
"Sunday, 10 September",21:00 (IST),Match 72 - Completed ,Haryana Steelers,Telugu Titans,19- 37,"Motilal Nehru School of Sports, Rai, Sonepat",19,37,Season 5
"Tuesday, 12 September",20:00 (IST),Match 73 - Completed ,Bengal Warriors,Telugu Titans,32- 31,"Motilal Nehru School of Sports, Rai, Sonepat",32,31,Season 5
"Tuesday, 12 September",21:00 (IST),Match 74 - Completed ,Haryana Steelers,Dabang Delhi K.C.,27- 24,"Motilal Nehru School of Sports, Rai, Sonepat",27,24,Season 5
"Wednesday, 13 September",20:00 (IST),Match 75 - Completed ,Tamil Thalaivas,U.P. Yoddha,34- 33,"Motilal Nehru School of Sports, Rai, Sonepat",34,33,Season 5
"Wednesday, 13 September",21:00 (IST),Match 76 - Completed ,Haryana Steelers,Puneri Paltan,22- 38,"Motilal Nehru School of Sports, Rai, Sonepat",22,38,Season 5
"Thursday, 14 September",20:00 (IST),Match 77 - Completed ,Haryana Steelers,Jaipur Pink Panthers,27- 27,"Motilal Nehru School of Sports, Rai, Sonepat",27,27,Season 5
"Friday, 15 September",20:00 (IST),Match 78 - Completed ,Patna Pirates,Telugu Titans,46- 30,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",46,30,Season 5
"Friday, 15 September",21:00 (IST),Match 79 - Completed ,U Mumba,Gujarat Fortunegiants,28- 39,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",28,39,Season 5
"Saturday, 16 September",20:00 (IST),Match 80 - Completed ,Bengaluru Bulls,Telugu Titans,26- 26,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",26,26,Season 5
"Saturday, 16 September",21:00 (IST),Match 81 - Completed ,Patna Pirates,U.P. Yoddha,45- 42,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",45,42,Season 5
"Sunday, 17 September",20:00 (IST),Match 82 - Completed ,Jaipur Pink Panthers,Dabang Delhi K.C.,36- 25,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",36,25,Season 5
"Sunday, 17 September",21:00 (IST),Match 83 - Completed ,Patna Pirates,Bengal Warriors,37- 37,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",37,37,Season 5
"Tuesday, 19 September",20:00 (IST),match 84 - Completed ,Puneri Paltan,Haryana Steelers,37- 25,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",37,25,Season 5
"Tuesday, 19 September",21:00 (IST),Match 85 - Completed ,Patna Pirates,Bengaluru Bulls,36- 32,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",36,32,Season 5
"Wednesday, 20 September",20:00 (IST),Match 52 - Completed ,U Mumba,Gujarat Fortunegiants,23- 45,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",23,45,Season 5
"Wednesday, 20 September",21:00 (IST),Match 86 - Completed ,Patna Pirates,Tamil Thalaivas,41- 39,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",41,39,Season 5
"Thursday, 21 September",20:00 (IST),Match 87 - Completed ,Jaipur Pink Panthers,Haryana Steelers,26- 30,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",26,30,Season 5
"Thursday, 21 September",21:00 (IST),Match 88 - Completed ,Patna Pirates,U.P. Yoddha,41- 46,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",41,46,Season 5
"Friday, 22 September",20:00 (IST),Match 89 - Completed ,Dabang Delhi K.C.,U Mumba,28- 30,"Thyagaraj Sports Complex, Delhi",28,30,Season 5
"Saturday, 23 September",20:00 (IST),Match 90 - Completed ,Bengaluru Bulls,Bengal Warriors,29- 33,"Thyagaraj Sports Complex, Delhi",29,33,Season 5
"Saturday, 23 September",21:00 (IST),Match 91 - Completed ,Dabang Delhi K.C.,Puneri Paltan,29- 34,"Thyagaraj Sports Complex, Delhi",29,34,Season 5
"Sunday, 24 September",20:00 (IST),Match 92 - Completed ,Bengal Warriors,Tamil Thalaivas,32- 33,"Thyagaraj Sports Complex, Delhi",32,33,Season 5
"Sunday, 24 September",21:00 (IST),Match 93 - Completed ,Dabang Delhi K.C.,Haryana Steelers,24- 42,"Thyagaraj Sports Complex, Delhi",24,42,Season 5
"Tuesday, 26 September",20:00 (IST),Match 94 - Completed ,Gujarat Fortunegiants,Tamil Thalaivas,34- 35,"Thyagaraj Sports Complex, Delhi",34,35,Season 5
"Tuesday, 26 September",21:00 (IST),Match 95 - Completed ,Dabang Delhi K.C.,Patna Pirates,34- 36,"Thyagaraj Sports Complex, Delhi",34,36,Season 5
"Wednesday, 27 September",20:00 (IST),Match 96 - Completed ,Telugu Titans,Jaipur Pink Panthers,41- 34,"Thyagaraj Sports Complex, Delhi",41,34,Season 5
"Wednesday, 27 September",21:00 (IST),Match 97 - Completed ,Dabang Delhi K.C.,U.P. Yoddha,16- 45,"Thyagaraj Sports Complex, Delhi",16,45,Season 5
"Thursday, 28 September",20:00 (IST),Match 98 - Completed ,Bengaluru Bulls,U Mumba,30- 42,"Thyagaraj Sports Complex, Delhi",30,42,Season 5
"Thursday, 28 September",21:00 (IST),Match 99 - Completed ,Dabang Delhi K.C.,Telugu Titans,22- 44,"Thyagaraj Sports Complex, Delhi",22,44,Season 5
"Friday, 29 September",20:00 (IST),Match 100 - Completed ,Tamil Thalaivas,Puneri Paltan,20- 33,"Jawaharlal Nehru Indoor Stadium, Chennai",20,33,Season 5
"Friday, 29 September",21:00 (IST),Match 101 - Completed ,Gujarat Fortunegiants,Patna Pirates,30- 29,"Jawaharlal Nehru Indoor Stadium, Chennai",30,29,Season 5
"Saturday, 30 September",20:00 (IST),Match 102 - Completed ,Puneri Paltan,U.P. Yoddha,34- 33,"Jawaharlal Nehru Indoor Stadium, Chennai",34,33,Season 5
"Saturday, 30 September",21:00 (IST),Match 103 - Completed ,Tamil Thalaivas,Jaipur Pink Panthers,26- 27,"Jawaharlal Nehru Indoor Stadium, Chennai",26,27,Season 5
"Sunday, 01 October",20:00 (IST),Match 104 - Completed ,Jaipur Pink Panthers,Bengal Warriors,31- 32,"Jawaharlal Nehru Indoor Stadium, Chennai",31,32,Season 5
"Sunday, 01 October",21:00 (IST),Match 105 - Completed ,Tamil Thalaivas,U Mumba,30- 33,"Jawaharlal Nehru Indoor Stadium, Chennai",30,33,Season 5
"Tuesday, 03 October",20:00 (IST),Match 106 - Completed ,Dabang Delhi K.C.,Gujarat Fortunegiants,22- 42,"Jawaharlal Nehru Indoor Stadium, Chennai",22,42,Season 5
"Tuesday, 03 October",21:00 (IST),Match 107 - Completed ,Tamil Thalaivas,Telugu Titans,37- 58,"Jawaharlal Nehru Indoor Stadium, Chennai",37,58,Season 5
"Wednesday, 04 October",20:00 (IST),Match 108 - Completed ,U Mumba,Haryana Steelers,30- 41,"Jawaharlal Nehru Indoor Stadium, Chennai",30,41,Season 5
"Wednesday, 04 October",21:00 (IST),Match 109 - Completed ,Tamil Thalaivas,U.P. Yoddha,33- 37,"Jawaharlal Nehru Indoor Stadium, Chennai",33,37,Season 5
"Thursday, 05 October",20:00 (IST),Match 110 - Completed ,Tamil Thalaivas,Bengaluru Bulls,35- 45,"Jawaharlal Nehru Indoor Stadium, Chennai",35,45,Season 5
"Friday, 06 October",20:00 (IST),Match 111 - Completed ,Jaipur Pink Panthers,Gujarat Fortunegiants,23- 29,"Sawai Mansingh Stadium, Jaipur",23,29,Season 5
"Friday, 06 October",21:00 (IST),Match 112 - Completed ,Puneri Paltan,Bengal Warriors,19- 25,"Sawai Mansingh Stadium, Jaipur",19,25,Season 5
"Saturday, 07 October",20:00 (IST),Match 113 - Completed ,Haryana Steelers,Telugu Titans,32- 30,"Sawai Mansingh Stadium, Jaipur",32,30,Season 5
"Saturday, 07 October",21:00 (IST),Match 114 - Completed ,Jaipur Pink Panthers,U Mumba,36- 32,"Sawai Mansingh Stadium, Jaipur",36,32,Season 5
"Sunday, 08 October",20:00 (IST),Match 115 - Completed ,Gujarat Fortunegiants,Patna Pirates,33- 29,"Sawai Mansingh Stadium, Jaipur",33,29,Season 5
"Sunday, 08 October",21:00 (IST),Match 116 - Completed ,Jaipur Pink Panthers,Puneri Paltan,30- 38,"Sawai Mansingh Stadium, Jaipur",30,38,Season 5
"Tuesday, 10 October",20:00 (IST),Match 117 - Completed ,U Mumba,Tamil Thalaivas,35- 38,"Sawai Mansingh Stadium, Jaipur",35,38,Season 5
"Tuesday, 10 October",21:00 (IST),Match 118 - Completed ,Jaipur Pink Panthers,Dabang Delhi K.C.,34- 35,"Sawai Mansingh Stadium, Jaipur",34,35,Season 5
"Wednesday, 11 October",20:00 (IST),Match 119 - Completed ,Dabang Delhi K.C.,Bengaluru Bulls,32- 35,"Sawai Mansingh Stadium, Jaipur",32,35,Season 5
"Wednesday, 11 October",21:00 (IST),Match 120 - Completed ,Jaipur Pink Panthers,Haryana Steelers,27- 37,"Sawai Mansingh Stadium, Jaipur",27,37,Season 5
"Thursday, 12 October",20:00 (IST),Match 121 - Completed ,Jaipur Pink Panthers,U.P. Yoddha,32- 53,"Sawai Mansingh Stadium, Jaipur",32,53,Season 5
"Friday, 13 October",20:00 (IST),Match 122 - Completed ,Puneri Paltan,Gujarat Fortunegiants,20- 44,"Shree Shiv Chhatrapati Sports Complex, Pune",20,44,Season 5
"Friday, 13 October",21:00 (IST),Match 123 - Completed ,Bengal Warriors,Tamil Thalaivas,34- 30,"Shree Shiv Chhatrapati Sports Complex, Pune",34,30,Season 5
"Saturday, 14 October",20:00 (IST),Match 124 - Completed ,Tamil Thalaivas,Patna Pirates,40- 37,"Shree Shiv Chhatrapati Sports Complex, Pune",40,37,Season 5
"Saturday, 14 October",21:00 (IST),Match 125 - Completed ,Puneri Paltan,U Mumba,43- 24,"Shree Shiv Chhatrapati Sports Complex, Pune",43,24,Season 5
"Sunday, 15 October",20:00 (IST),Match 126 - Completed ,Bengaluru Bulls,U.P. Yoddha,38- 32,"Shree Shiv Chhatrapati Sports Complex, Pune",38,32,Season 5
"Sunday, 15 October",21:00 (IST),Match 127 - Completed ,Puneri Paltan,Dabang Delhi K.C.,34- 31,"Shree Shiv Chhatrapati Sports Complex, Pune",34,31,Season 5
"Tuesday, 17 October",20:00 (IST),Match 51 - Completed ,Bengaluru Bulls,U.P. Yoddha,64- 24,"Shree Shiv Chhatrapati Sports Complex, Pune",64,24,Season 5
"Tuesday, 17 October",21:00 (IST),Match 128 - Completed ,Puneri Paltan,Haryana Steelers,27- 31,"Shree Shiv Chhatrapati Sports Complex, Pune",27,31,Season 5
"Wednesday, 18 October",20:00 (IST),Match 129 - Completed ,Patna Pirates,Bengaluru Bulls,29- 29,"Shree Shiv Chhatrapati Sports Complex, Pune",29,29,Season 5
"Wednesday, 18 October",21:00 (IST),Match 130 - Completed ,Puneri Paltan,Jaipur Pink Panthers,38- 15,"Shree Shiv Chhatrapati Sports Complex, Pune",38,15,Season 5
"Friday, 20 October",20:00 (IST),Match 131 - Completed ,Telugu Titans,Bengal Warriors,37- 37,"Shree Shiv Chhatrapati Sports Complex, Pune",37,37,Season 5
"Friday, 20 October",21:00 (IST),Match 132 - Completed ,Puneri Paltan,Gujarat Fortunegiants,22- 23,"Shree Shiv Chhatrapati Sports Complex, Pune",22,23,Season 5
"Monday, 23 October",20:00 (IST),Eliminator 1 - Completed ,Puneri Paltan,U.P. Yoddha,40- 38,"DOME@NSCI SVP Stadium, Mumbai",40,38,Season 5
"Monday, 23 October",21:00 (IST),Eliminator 2 - Completed ,Patna Pirates,Haryana Steelers,69- 30,"DOME@NSCI SVP Stadium, Mumbai",69,30,Season 5
"Tuesday, 24 October",20:00 (IST),Qualifier 1 - Completed ,Gujarat Fortunegiants,Bengal Warriors,42- 17,"DOME@NSCI SVP Stadium, Mumbai",42,17,Season 5
"Tuesday, 24 October",21:00 (IST),Eliminator 3 - Completed ,Puneri Paltan,Patna Pirates,32- 42,"DOME@NSCI SVP Stadium, Mumbai",32,42,Season 5
"Thursday, 26 October",20:00 (IST),Qualifier 2 - Completed ,Bengal Warriors,Patna Pirates,44- 47,"Jawaharlal Nehru Indoor Stadium, Chennai",44,47,Season 5
"Saturday, 28 October",20:00 (IST),Final - Completed ,Gujarat Fortunegiants,Patna Pirates,38- 55,"Jawaharlal Nehru Indoor Stadium, Chennai",38,55,Season 5
