match_date,time,match_status,Team1,Team2,scores,venue,team1_score,team2_score,Season
"Tuesday, 19 August",05:30 (IST),Match 42 - Completed ,Telugu Titans,Dabang Delhi K.C.,45- 26,"Rajiv Gandhi Indoor Stadium, Vizag",45,26,Season 1
"Wednesday, 20 August",05:30 (IST),Match 43 - Completed ,Jaipur Pink Panthers,Bengaluru Bulls,36- 31,"Sawai Mansingh Stadium, Jaipur",36,31,Season 1
"Thursday, 21 August",05:30 (IST),Match 44 - Completed ,Bengal Warriors,Patna Pirates,32- 36,"Sawai Mansingh Stadium, Jaipur",32,36,Season 1
"Thursday, 21 August",05:30 (IST),Match 45 - Completed ,Jaipur Pink Panthers,U Mumba,31- 31,"Sawai Mansingh Stadium, Jaipur",31,31,Season 1
"Friday, 22 August",05:30 (IST),Match 46 - Completed ,Telugu Titans,Bengal Warriors,34- 34,"Sawai Mansingh Stadium, Jaipur",34,34,Season 1
"Friday, 22 August",05:30 (IST),Match 47 - Completed ,Jaipur Pink Panthers,Dabang Delhi K.C.,41- 31,"Sawai Mansingh Stadium, Jaipur",41,31,Season 1
"Saturday, 23 August",05:30 (IST),Match 48 - Completed ,Patna Pirates,Telugu Titans,29- 32,"Sawai Mansingh Stadium, Jaipur",29,32,Season 1
"Saturday, 23 August",05:30 (IST),Match 49 - Completed ,Jaipur Pink Panthers,Puneri Paltan,33- 27,"Sawai Mansingh Stadium, Jaipur",33,27,Season 1
"Sunday, 24 August",05:30 (IST),Match 50 - Completed ,Bengaluru Bulls,Bengal Warriors,37- 24,"Sree Kanteerava Stadium, Bengaluru",37,24,Season 1
"Sunday, 24 August",05:30 (IST),Match 51 - Completed ,U Mumba,Dabang Delhi K.C.,37- 30,"Sree Kanteerava Stadium, Bengaluru",37,30,Season 1
"Monday, 25 August",05:30 (IST),Match 52 - Completed ,Dabang Delhi K.C.,Puneri Paltan,45- 22,"Sree Kanteerava Stadium, Bengaluru",45,22,Season 1
"Monday, 25 August",05:30 (IST),Match 53 - Completed ,Bengaluru Bulls,Patna Pirates,31- 33,"Sree Kanteerava Stadium, Bengaluru",31,33,Season 1
"Tuesday, 26 August",05:30 (IST),Match 54 - Completed ,Bengaluru Bulls,Telugu Titans,27- 26,"Sree Kanteerava Stadium, Bengaluru",27,26,Season 1
"Wednesday, 27 August",05:30 (IST),Match 55 - Completed ,Puneri Paltan,U Mumba,35- 36,"Sree Kanteerava Stadium, Bengaluru",35,36,Season 1
"Wednesday, 27 August",05:30 (IST),Match 56 - Completed ,Bengaluru Bulls,Jaipur Pink Panthers,30- 29,"Sree Kanteerava Stadium, Bengaluru",30,29,Season 1
"Friday, 29 August",05:30 (IST),Semi-Final 1 - Completed ,Jaipur Pink Panthers,Patna Pirates,38- 18,"DOME@NSCI SVP Stadium, Mumbai",38,18,Season 1
"Friday, 29 August",05:30 (IST),Semi-Final 2 - Completed ,U Mumba,Bengaluru Bulls,27- 23,"DOME@NSCI SVP Stadium, Mumbai",27,23,Season 1
"Sunday, 31 August",05:30 (IST),3rd Place Playoff - Completed ,Patna Pirates,Bengaluru Bulls,29- 22,"DOME@NSCI SVP Stadium, Mumbai",29,22,Season 1
"Sunday, 31 August",05:30 (IST),Final - Completed ,Jaipur Pink Panthers,U Mumba,35- 24,"DOME@NSCI SVP Stadium, Mumbai",35,24,Season 1
