match_date,time,match_status,Team1,Team2,scores,venue,team1_score,team2_score,Season
"Tuesday, 16 October",20:00 (IST),Match 17 - Completed ,Bengal Warriors,Telugu Titans,30- 25,"Motilal Nehru School of Sports, Rai, Sonepat",30,25,Season 6
"Tuesday, 16 October",21:00 (IST),Match 18 - Completed ,Haryana Steelers,Jaipur Pink Panthers,33- 36,"Motilal Nehru School of Sports, Rai, Sonepat",33,36,Season 6
"Wednesday, 17 October",20:00 (IST),Match 19 - Completed ,Bengaluru Bulls,Tamil Thalaivas,44- 35,"Motilal Nehru School of Sports, Rai, Sonepat",44,35,Season 6
"Wednesday, 17 October",21:00 (IST),Match 20 - Completed ,Haryana Steelers,U Mumba,32- 42,"Motilal Nehru School of Sports, Rai, Sonepat",32,42,Season 6
"Thursday, 18 October",20:00 (IST),Match 21 - Completed ,Haryana Steelers,Dabang Delhi K.C.,34- 31,"Motilal Nehru School of Sports, Rai, Sonepat",34,31,Season 6
"Thursday, 18 October",21:00 (IST),Match 22 - Completed ,Puneri Paltan,Gujarat Fortunegiants,28- 34,"Shree Shiv Chhatrapati Sports Complex, Pune",28,34,Season 6
"Friday, 19 October",20:00 (IST),Match 23 - Completed ,Patna Pirates,Telugu Titans,31- 35,"Shree Shiv Chhatrapati Sports Complex, Pune",31,35,Season 6
"Friday, 19 October",21:00 (IST),Match 24 - Completed ,Puneri Paltan,Jaipur Pink Panthers,29- 25,"Shree Shiv Chhatrapati Sports Complex, Pune",29,25,Season 6
"Saturday, 20 October",20:00 (IST),Match 25 - Completed ,U.P. Yoddha,Bengal Warriors,40- 40,"Shree Shiv Chhatrapati Sports Complex, Pune",40,40,Season 6
"Saturday, 20 October",21:00 (IST),Match 26 - Completed ,Puneri Paltan,U Mumba,33- 32,"Shree Shiv Chhatrapati Sports Complex, Pune",33,32,Season 6
"Sunday, 21 October",20:00 (IST),Match 27 - Completed ,Dabang Delhi K.C.,Bengal Warriors,39- 30,"Shree Shiv Chhatrapati Sports Complex, Pune",39,30,Season 6
"Sunday, 21 October",21:00 (IST),Match 28 - Completed ,Puneri Paltan,Bengaluru Bulls,27- 25,"Shree Shiv Chhatrapati Sports Complex, Pune",27,25,Season 6
"Tuesday, 23 October",20:00 (IST),Match 29 - Completed ,U Mumba,Telugu Titans,41- 20,"Shree Shiv Chhatrapati Sports Complex, Pune",41,20,Season 6
"Tuesday, 23 October",21:00 (IST),Match 30 - Completed ,Puneri Paltan,Tamil Thalaivas,31- 36,"Shree Shiv Chhatrapati Sports Complex, Pune",31,36,Season 6
"Wednesday, 24 October",20:00 (IST),Match 31 - Completed ,Bengaluru Bulls,Haryana Steelers,42- 34,"Shree Shiv Chhatrapati Sports Complex, Pune",42,34,Season 6
"Wednesday, 24 October",21:00 (IST),Match 32 - Completed ,Puneri Paltan,U.P. Yoddha,23- 29,"Shree Shiv Chhatrapati Sports Complex, Pune",23,29,Season 6
"Friday, 26 October",20:00 (IST),Match 33 - Completed ,Patna Pirates,Jaipur Pink Panthers,41- 30,"Patliputra Sports Complex, Patna",41,30,Season 6
"Friday, 26 October",21:00 (IST),Match 34 - Completed ,Gujarat Fortunegiants,Tamil Thalaivas,36- 25,"Patliputra Sports Complex, Patna",36,25,Season 6
"Saturday, 27 October",20:00 (IST),Match 35 - Completed ,Jaipur Pink Panthers,Bengal Warriors,28- 39,"Patliputra Sports Complex, Patna",28,39,Season 6
"Saturday, 27 October",21:00 (IST),Match 36 - Completed ,Patna Pirates,U Mumba,39- 40,"Patliputra Sports Complex, Patna",39,40,Season 6
"Sunday, 28 October",20:00 (IST),Match 37 - Completed ,Dabang Delhi K.C.,U.P. Yoddha,36- 38,"Patliputra Sports Complex, Patna",36,38,Season 6
"Sunday, 28 October",21:00 (IST),Match 38 - Completed ,Patna Pirates,Haryana Steelers,32- 43,"Patliputra Sports Complex, Patna",32,43,Season 6
"Tuesday, 30 October",20:00 (IST),Match 39 - Completed ,Puneri Paltan,Gujarat Fortunegiants,27- 37,"Patliputra Sports Complex, Patna",27,37,Season 6
"Tuesday, 30 October",21:00 (IST),Match 40 - Completed ,Patna Pirates,Telugu Titans,32- 53,"Patliputra Sports Complex, Patna",32,53,Season 6
"Wednesday, 31 October",20:00 (IST),Match 41 - Completed ,Dabang Delhi K.C.,Puneri Paltan,27- 31,"Patliputra Sports Complex, Patna",27,31,Season 6
"Wednesday, 31 October",21:00 (IST),Match 42 - Completed ,Patna Pirates,Bengaluru Bulls,41- 43,"Patliputra Sports Complex, Patna",41,43,Season 6
"Thursday, 01 November",20:00 (IST),Match 43 - Completed ,Patna Pirates,Bengal Warriors,29- 27,"Patliputra Sports Complex, Patna",29,27,Season 6
"Friday, 02 November",20:00 (IST),Match 44 - Completed ,U.P. Yoddha,Tamil Thalaivas,24- 46,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",24,46,Season 6
"Friday, 02 November",21:00 (IST),Match 45 - Completed ,Jaipur Pink Panthers,Gujarat Fortunegiants,25- 36,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",25,36,Season 6
"Saturday, 03 November",20:00 (IST),Match 46 - Completed ,U Mumba,Puneri Paltan,31- 22,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",31,22,Season 6
"Saturday, 03 November",21:00 (IST),Match 47 - Completed ,U.P. Yoddha,Bengaluru Bulls,29- 35,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",29,35,Season 6
"Sunday, 04 November",20:00 (IST),Match 48 - Completed ,Dabang Delhi K.C.,Gujarat Fortunegiants,38- 45,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",38,45,Season 6
"Sunday, 04 November",21:00 (IST),Match 49 - Completed ,U.P. Yoddha,Bengal Warriors,30- 30,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",30,30,Season 6
"Tuesday, 06 November",20:00 (IST),Match 50 - Completed ,Jaipur Pink Panthers,Haryana Steelers,38- 32,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",38,32,Season 6
"Tuesday, 06 November",21:00 (IST),Match 51 - Completed ,U.P. Yoddha,Telugu Titans,26- 26,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",26,26,Season 6
"Thursday, 08 November",20:00 (IST),Match 52 - Completed ,Haryana Steelers,Dabang Delhi K.C.,33- 39,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",33,39,Season 6
"Thursday, 08 November",21:00 (IST),Match 53 - Completed ,U.P. Yoddha,Bengaluru Bulls,27- 37,"Shaheed Vijay Singh Pathik Sports Complex, Greater Noida",27,37,Season 6
"Friday, 09 November",20:00 (IST),Match 54 - Completed ,U Mumba,Jaipur Pink Panthers,48- 24,"DOME@NSCI SVP Stadium, Mumbai",48,24,Season 6
"Friday, 09 November",21:00 (IST),Match 55 - Completed ,Bengal Warriors,Telugu Titans,30- 25,"DOME@NSCI SVP Stadium, Mumbai",30,25,Season 6
"Saturday, 10 November",20:00 (IST),Match 56 - Completed ,Patna Pirates,Bengal Warriors,50- 30,"DOME@NSCI SVP Stadium, Mumbai",50,30,Season 6
"Saturday, 10 November",21:00 (IST),Match 57 - Completed ,U Mumba,Gujarat Fortunegiants,36- 38,"DOME@NSCI SVP Stadium, Mumbai",36,38,Season 6
"Sunday, 11 November",20:00 (IST),Match 58 - Completed ,Jaipur Pink Panthers,Dabang Delhi K.C.,29- 40,"DOME@NSCI SVP Stadium, Mumbai",29,40,Season 6
"Sunday, 11 November",21:00 (IST),Match 59 - Completed ,U Mumba,Haryana Steelers,31- 35,"DOME@NSCI SVP Stadium, Mumbai",31,35,Season 6
"Tuesday, 13 November",20:00 (IST),Match 60 - Completed ,Puneri Paltan,Telugu Titans,25- 28,"DOME@NSCI SVP Stadium, Mumbai",25,28,Season 6
"Tuesday, 13 November",21:00 (IST),Match 61 - Completed ,U Mumba,U.P. Yoddha,41- 24,"DOME@NSCI SVP Stadium, Mumbai",41,24,Season 6
"Wednesday, 14 November",20:00 (IST),Match 62 - Completed ,Tamil Thalaivas,Haryana Steelers,32- 32,"DOME@NSCI SVP Stadium, Mumbai",32,32,Season 6
"Wednesday, 14 November",21:00 (IST),Match 63 - Completed ,U Mumba,Bengaluru Bulls,32- 29,"DOME@NSCI SVP Stadium, Mumbai",32,29,Season 6
"Thursday, 15 November",20:00 (IST),Match 64 - Completed ,Patna Pirates,Dabang Delhi K.C.,38- 35,"DOME@NSCI SVP Stadium, Mumbai",38,35,Season 6
"Thursday, 15 November",21:00 (IST),Match 65 - Completed ,U Mumba,Tamil Thalaivas,36- 22,"DOME@NSCI SVP Stadium, Mumbai",36,22,Season 6
"Friday, 16 November",20:00 (IST),Match 66 - Completed ,Gujarat Fortunegiants,Bengal Warriors,35- 23,"The Arena by Transstadia, Ahmedabad",35,23,Season 6
"Friday, 16 November",21:00 (IST),Match 67 - Completed ,Jaipur Pink Panthers,U.P. Yoddha,45- 28,"The Arena by Transstadia, Ahmedabad",45,28,Season 6
"Saturday, 17 November",20:00 (IST),Match 68 - Completed ,Puneri Paltan,Bengal Warriors,22- 26,"The Arena by Transstadia, Ahmedabad",22,26,Season 6
"Saturday, 17 November",21:00 (IST),Match 69 - Completed ,Gujarat Fortunegiants,Bengaluru Bulls,30- 30,"The Arena by Transstadia, Ahmedabad",30,30,Season 6
"Sunday, 18 November",20:00 (IST),Match 70 - Completed ,Jaipur Pink Panthers,Bengaluru Bulls,32- 45,"The Arena by Transstadia, Ahmedabad",32,45,Season 6
"Sunday, 18 November",21:00 (IST),Match 71 - Completed ,Gujarat Fortunegiants,U.P. Yoddha,37- 32,"The Arena by Transstadia, Ahmedabad",37,32,Season 6
"Tuesday, 20 November",20:00 (IST),Match 72 - Completed ,Tamil Thalaivas,Telugu Titans,27- 23,"The Arena by Transstadia, Ahmedabad",27,23,Season 6
"Tuesday, 20 November",21:00 (IST),Match 73 - Completed ,Gujarat Fortunegiants,Dabang Delhi K.C.,26- 29,"The Arena by Transstadia, Ahmedabad",26,29,Season 6
"Wednesday, 21 November",20:00 (IST),Match 74 - Completed ,Patna Pirates,Tamil Thalaivas,45- 27,"The Arena by Transstadia, Ahmedabad",45,27,Season 6
"Wednesday, 21 November",21:00 (IST),Match 75 - Completed ,Gujarat Fortunegiants,U Mumba,39- 35,"The Arena by Transstadia, Ahmedabad",39,35,Season 6
"Thursday, 22 November",20:00 (IST),Match 76 - Completed ,Gujarat Fortunegiants,Haryana Steelers,40- 31,"The Arena by Transstadia, Ahmedabad",40,31,Season 6
"Friday, 23 November",20:00 (IST),Match 77 - Completed ,Bengaluru Bulls,Bengal Warriors,31- 33,"Shree Shiv Chhatrapati Sports Complex, Pune",31,33,Season 6
"Friday, 23 November",21:00 (IST),Match 78 - Completed ,Jaipur Pink Panthers,Puneri Paltan,30- 30,"Shree Shiv Chhatrapati Sports Complex, Pune",30,30,Season 6
"Saturday, 24 November",20:00 (IST),Match 79 - Completed ,U Mumba,Dabang Delhi K.C.,39- 23,"Shree Shiv Chhatrapati Sports Complex, Pune",39,23,Season 6
"Saturday, 24 November",21:00 (IST),Match 80 - Completed ,Bengaluru Bulls,Tamil Thalaivas,36- 22,"Shree Shiv Chhatrapati Sports Complex, Pune",36,22,Season 6
"Sunday, 25 November",20:00 (IST),Match 81 - Completed ,Dabang Delhi K.C.,Haryana Steelers,27- 34,"Shree Shiv Chhatrapati Sports Complex, Pune",27,34,Season 6
"Sunday, 25 November",21:00 (IST),Match 82 - Completed ,Bengaluru Bulls,Patna Pirates,32- 35,"Shree Shiv Chhatrapati Sports Complex, Pune",32,35,Season 6
"Monday, 26 November",20:00 (IST),Match 83 - Completed ,Tamil Thalaivas,Telugu Titans,31- 25,"Shree Shiv Chhatrapati Sports Complex, Pune",31,25,Season 6
"Monday, 26 November",21:00 (IST),Match 84 - Completed ,Bengaluru Bulls,U.P. Yoddha,37- 27,"Shree Shiv Chhatrapati Sports Complex, Pune",37,27,Season 6
"Wednesday, 28 November",20:00 (IST),Match 85 - Completed ,Haryana Steelers,Puneri Paltan,33- 35,"Shree Shiv Chhatrapati Sports Complex, Pune",33,35,Season 6
"Wednesday, 28 November",21:00 (IST),Match 86 - Completed ,Bengaluru Bulls,Telugu Titans,34- 26,"Shree Shiv Chhatrapati Sports Complex, Pune",34,26,Season 6
"Thursday, 29 November",20:00 (IST),Match 87 - Completed ,Puneri Paltan,Gujarat Fortunegiants,20- 35,"Shree Shiv Chhatrapati Sports Complex, Pune",20,35,Season 6
"Thursday, 29 November",21:00 (IST),Match 88 - Completed ,Bengaluru Bulls,Bengal Warriors,37- 44,"Shree Shiv Chhatrapati Sports Complex, Pune",37,44,Season 6
"Friday, 30 November",20:00 (IST),Match 89 - Completed ,Dabang Delhi K.C.,Jaipur Pink Panthers,48- 35,"Thyagaraj Sports Complex, Delhi",48,35,Season 6
"Friday, 30 November",21:00 (IST),Match 90 - Completed ,Tamil Thalaivas,Patna Pirates,35- 35,"Thyagaraj Sports Complex, Delhi",35,35,Season 6
"Saturday, 01 December",20:00 (IST),Match 91 - Completed ,Dabang Delhi K.C.,U Mumba,34- 41,"Thyagaraj Sports Complex, Delhi",34,41,Season 6
"Sunday, 02 December",20:00 (IST),Match 92 - Completed ,U Mumba,Gujarat Fortunegiants,36- 26,"Thyagaraj Sports Complex, Delhi",36,26,Season 6
"Sunday, 02 December",21:00 (IST),Match 93 - Completed ,Dabang Delhi K.C.,Puneri Paltan,35- 24,"Thyagaraj Sports Complex, Delhi",35,24,Season 6
"Tuesday, 04 December",20:00 (IST),Match 94 - Completed ,Patna Pirates,Gujarat Fortunegiants,27- 45,"Thyagaraj Sports Complex, Delhi",27,45,Season 6
"Tuesday, 04 December",21:00 (IST),Match 95 - Completed ,Dabang Delhi K.C.,Telugu Titans,34- 29,"Thyagaraj Sports Complex, Delhi",34,29,Season 6
"Wednesday, 05 December",20:00 (IST),Match 96 - Completed ,Haryana Steelers,Bengal Warriors,35- 33,"Thyagaraj Sports Complex, Delhi",35,33,Season 6
"Wednesday, 05 December",21:00 (IST),Match 97 - Completed ,Dabang Delhi K.C.,Bengaluru Bulls,32- 31,"Thyagaraj Sports Complex, Delhi",32,31,Season 6
"Thursday, 06 December",20:00 (IST),Match 98 - Completed ,U.P. Yoddha,Haryana Steelers,30- 29,"Thyagaraj Sports Complex, Delhi",30,29,Season 6
"Thursday, 06 December",21:00 (IST),Match 99 - Completed ,Dabang Delhi K.C.,Tamil Thalaivas,37- 33,"Thyagaraj Sports Complex, Delhi",37,33,Season 6
"Friday, 07 December",20:00 (IST),Match 100 - Completed ,Telugu Titans,Gujarat Fortunegiants,27- 29,"Rajiv Gandhi Indoor Stadium, Vizag",27,29,Season 6
"Friday, 07 December",21:00 (IST),Match 101 - Completed ,Patna Pirates,Puneri Paltan,53- 36,"Rajiv Gandhi Indoor Stadium, Vizag",53,36,Season 6
"Saturday, 08 December",20:00 (IST),Match 102 - Completed ,U Mumba,Bengal Warriors,31- 20,"Rajiv Gandhi Indoor Stadium, Vizag",31,20,Season 6
"Saturday, 08 December",21:00 (IST),Match 103 - Completed ,Telugu Titans,Jaipur Pink Panthers,36- 26,"Rajiv Gandhi Indoor Stadium, Vizag",36,26,Season 6
"Sunday, 09 December",20:00 (IST),Match 104 - Completed ,Tamil Thalaivas,Jaipur Pink Panthers,24- 37,"Rajiv Gandhi Indoor Stadium, Vizag",24,37,Season 6
"Sunday, 09 December",21:00 (IST),Match 105 - Completed ,Telugu Titans,Haryana Steelers,35- 31,"Rajiv Gandhi Indoor Stadium, Vizag",35,31,Season 6
"Tuesday, 11 December",20:00 (IST),Match 106 - Completed ,Dabang Delhi K.C.,U Mumba,19- 44,"Rajiv Gandhi Indoor Stadium, Vizag",19,44,Season 6
"Tuesday, 11 December",21:00 (IST),Match 107 - Completed ,Telugu Titans,U.P. Yoddha,20- 27,"Rajiv Gandhi Indoor Stadium, Vizag",20,27,Season 6
"Wednesday, 12 December",20:00 (IST),Match 108 - Completed ,Haryana Steelers,Gujarat Fortunegiants,37- 47,"Rajiv Gandhi Indoor Stadium, Vizag",37,47,Season 6
"Wednesday, 12 December",21:00 (IST),Match 109 - Completed ,Telugu Titans,Bengaluru Bulls,24- 37,"Rajiv Gandhi Indoor Stadium, Vizag",24,37,Season 6
"Thursday, 13 December",20:00 (IST),Match 110 - Completed ,Telugu Titans,Patna Pirates,41- 36,"Rajiv Gandhi Indoor Stadium, Vizag",41,36,Season 6
"Friday, 14 December",20:00 (IST),Match 111 - Completed ,Jaipur Pink Panthers,Puneri Paltan,36- 23,"Tau Devilal Sports Complex, Panchkula",36,23,Season 6
"Friday, 14 December",21:00 (IST),Match 112 - Completed ,Bengal Warriors,Tamil Thalaivas,28- 21,"Tau Devilal Sports Complex, Panchkula",28,21,Season 6
"Saturday, 15 December",20:00 (IST),Match 113 - Completed ,U.P. Yoddha,Tamil Thalaivas,25- 25,"Tau Devilal Sports Complex, Panchkula",25,25,Season 6
"Saturday, 15 December",21:00 (IST),Match 114 - Completed ,Jaipur Pink Panthers,U Mumba,35- 35,"Tau Devilal Sports Complex, Panchkula",35,35,Season 6
"Sunday, 16 December",20:00 (IST),Match 115 - Completed ,Patna Pirates,U.P. Yoddha,31- 47,"Tau Devilal Sports Complex, Panchkula",31,47,Season 6
"Sunday, 16 December",21:00 (IST),Match 116 - Completed ,Jaipur Pink Panthers,Gujarat Fortunegiants,29- 34,"Tau Devilal Sports Complex, Panchkula",29,34,Season 6
"Tuesday, 18 December",20:00 (IST),Match 117 - Completed ,Bengaluru Bulls,Telugu Titans,44- 28,"Tau Devilal Sports Complex, Panchkula",44,28,Season 6
"Tuesday, 18 December",21:00 (IST),Match 118 - Completed ,Jaipur Pink Panthers,Haryana Steelers,39- 30,"Tau Devilal Sports Complex, Panchkula",39,30,Season 6
"Wednesday, 19 December",20:00 (IST),Match 119 - Completed ,Patna Pirates,Bengaluru Bulls,40- 40,"Tau Devilal Sports Complex, Panchkula",40,40,Season 6
"Wednesday, 19 December",21:00 (IST),Match 120 - Completed ,Jaipur Pink Panthers,Gujarat Fortunegiants,31- 33,"Tau Devilal Sports Complex, Panchkula",31,33,Season 6
"Thursday, 20 December",20:00 (IST),Match 121 - Completed ,Jaipur Pink Panthers,Dabang Delhi K.C.,37- 37,"Tau Devilal Sports Complex, Panchkula",37,37,Season 6
"Friday, 21 December",20:00 (IST),Match 122 - Completed ,Bengal Warriors,Tamil Thalaivas,27- 24,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",27,24,Season 6
"Friday, 21 December",21:00 (IST),Match 123 - Completed ,Puneri Paltan,Telugu Titans,35- 20,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",35,20,Season 6
"Saturday, 22 December",20:00 (IST),Match 124 - Completed ,U Mumba,U.P. Yoddha,32- 34,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",32,34,Season 6
"Saturday, 22 December",21:00 (IST),Match 125 - Completed ,Bengal Warriors,Patna Pirates,39- 23,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",39,23,Season 6
"Sunday, 23 December",20:00 (IST),Match 126 - Completed ,Bengal Warriors,Dabang Delhi K.C.,31- 37,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",31,37,Season 6
"Tuesday, 25 December",20:00 (IST),Match 127 - Completed ,Haryana Steelers,Tamil Thalaivas,40- 40,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",40,40,Season 6
"Tuesday, 25 December",21:00 (IST),Match 128 - Completed ,Bengal Warriors,Telugu Titans,39- 34,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",39,34,Season 6
"Wednesday, 26 December",20:00 (IST),Match 129 - Completed ,Gujarat Fortunegiants,Patna Pirates,37- 29,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",37,29,Season 6
"Wednesday, 26 December",21:00 (IST),Match 130 - Completed ,Bengal Warriors,Bengaluru Bulls,37- 31,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",37,31,Season 6
"Thursday, 27 December",20:00 (IST),Match 131 - Completed ,Jaipur Pink Panthers,Bengaluru Bulls,32- 40,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",32,40,Season 6
"Thursday, 27 December",21:00 (IST),Match 132 - Completed ,Bengal Warriors,U.P. Yoddha,25- 41,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",25,41,Season 6
"Sunday, 30 December",20:00 (IST),Eliminator 1 - Completed ,U Mumba,U.P. Yoddha,29- 34,"Rajiv Gandhi Indoor Stadium, Kochi",29,34,Season 6
"Sunday, 30 December",21:00 (IST),Eliminator 2 - Completed ,Dabang Delhi K.C.,Bengal Warriors,39- 28,"Rajiv Gandhi Indoor Stadium, Kochi",39,28,Season 6
"Monday, 31 December",20:00 (IST),Qualifier 1 - Completed ,Gujarat Fortunegiants,Bengaluru Bulls,29- 41,"Rajiv Gandhi Indoor Stadium, Kochi",29,41,Season 6
"Monday, 31 December",21:00 (IST),Eliminator 3 - Completed ,U.P. Yoddha,Dabang Delhi K.C.,45- 33,"Rajiv Gandhi Indoor Stadium, Kochi",45,33,Season 6
"Thursday, 03 January",20:00 (IST),Qualifier 2 - Completed ,Gujarat Fortunegiants,U.P. Yoddha,38- 31,"DOME@NSCI SVP Stadium, Mumbai",38,31,Season 6
"Saturday, 05 January",20:00 (IST),Final - Completed ,Bengaluru Bulls,Gujarat Fortunegiants,38- 33,"DOME@NSCI SVP Stadium, Mumbai",38,33,Season 6
